Activist,Investor ID,Investor Type,Investor Sub Type,Activist HQ,Focused,Activist Founded,Company,PID,Symbol,Date Invested,Demand Date,Demand Year,Current Holding (%),Demand Group,Demand,Response Date,Response,Seats Proposed (Gain Board Representation Only),Seats Gained (Gain Board Representation Only),Seats Gained Method  (Gain Board Representation Only),Outcome,Company HQ,Company Region,Exchange,Sector,Industry,Mkt Cap ($mn),Mkt Cap Category,Status,Exit Date,Exit Type,Price Per Share,Purchase Value (Mn),Currency,Buyer
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Western Union Company (The),559,WU,,29-Mar-17,2017,,Governance,Amend Company Policy,12-May-17,AGM,,,N/A,Activist's Objectives Successful,US,North America,NYSE,Financial Services,Credit Services,"7,220",Mid-Cap,Current,,,,,,
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Union Pacific Corporation,84,UNP,26-Mar-10,29-Mar-17,2017,0,Governance,Board Independence,12-May-17,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Industrials,Railroads,"155,717",Large-Cap,Current,,,,,,
Kenneth Steiner,5802,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Nasdaq Inc,869,NDAQ,,29-Mar-17,2017,,Governance,Amend Company Policy,10-May-17,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Financial Services,Financial Exchanges,"33,819",Large-Cap,Current,,,,,,
Mercy Investment Services,1461,Rights/ Cause/ ESG,Religious,US,Engagement,2010,Travel + Leisure Co.,652,TNL,,29-Mar-17,2017,,Social,Political Activities,9-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,OTC Markets,Consumer Cyclical,Lodging,"4,490",Mid-Cap,Current,,,,,,
New York City Pension Funds,1496,Government/ National,,US,Engagement,1801,Waters Corporation,614,WAT,,29-Mar-17,2017,,Governance,Amend Company Policy,8-Dec-17,Met with Activist's Demands in Full,,,N/A,Activist's Objectives Successful,US,North America,NYSE,Healthcare,Medical Instruments & Supplies,"21,327",Large-Cap,Current,,,,,,
NorthStar Asset Management,4557,Fund Manager,,US,Engagement,1990,Western Union Company (The),559,WU,,29-Mar-17,2017,,Social,Diversity and Equality,11-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Financial Services,Credit Services,"7,220",Mid-Cap,Current,,,,,,
Northwest Coalition for Responsible Investment,10110,Rights/ Cause/ ESG,Shareholder Association,US,Engagement,,Travel + Leisure Co.,652,TNL,,29-Mar-17,2017,,Social,Political Activities,9-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,OTC Markets,Consumer Cyclical,Lodging,"4,490",Mid-Cap,Current,,,,,,
Office of the New York State Comptroller,786,Government/ National,,US,Engagement,,Western Union Company (The),559,WU,,29-Mar-17,2017,,Social,Political Activities,11-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Financial Services,Credit Services,"7,220",Mid-Cap,Current,,,,,,
Sisters of Providence,10519,Rights/ Cause/ ESG,Religious,US,Engagement,,Travel + Leisure Co.,652,TNL,,29-Mar-17,2017,,Social,Political Activities,9-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,OTC Markets,Consumer Cyclical,Lodging,"4,490",Mid-Cap,Current,,,,,,
"Sisters of Providence, Mother Joseph Province",10107,Rights/ Cause/ ESG,Religious,US,Engagement,,Travel + Leisure Co.,652,TNL,,29-Mar-17,2017,,Social,Political Activities,9-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,OTC Markets,Consumer Cyclical,Lodging,"4,490",Mid-Cap,Current,,,,,,
"Ursuline Sisters of Tildonk, US Province",10813,Rights/ Cause/ ESG,Religious,US,Engagement,,Travel + Leisure Co.,652,TNL,,29-Mar-17,2017,,Social,Political Activities,9-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,OTC Markets,Consumer Cyclical,Lodging,"4,490",Mid-Cap,Current,,,,,,
AFL-CIO,14,Labour union,,US,Engagement,1955,Mondelez International Inc.,110,MDLZ,28-Mar-16,28-Mar-17,2017,0,Social,Other Social Concern,17-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Consumer Defensive,Confectioners,"89,725",Large-Cap,Current,,,,,,
"Green Century Capital Management, Inc.",228,Fund Manager,,US,Engagement,1991,Keurig Dr Pepper Inc.,601,KDP,,28-Mar-17,2017,,Social,Human Rights,18-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Consumer Defensive,Beverages - Soft Drinks,"50,082",Large-Cap,Exited,9-Jul-19,Merger,,,,Keurig Green Mountain
"Greenlight Capital, Inc.",4923,Investment Firm,Hedge Fund,US,Partial Focus,1996,General Motors Company,133,GM,17-Jan-17,28-Mar-17,2017,,Governance,Amend Company Policy,6-Jun-17,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Consumer Cyclical,Auto Manufacturers,"79,547",Large-Cap,Exited,1-May-20,Sold Shares,,,,
Nant Capital LLC (California Capital Equity),6783,Investment Firm,Other Asset Management,US,Occasional,,Tribune Publishing Company,30855,TPCO,8-Jun-16,28-Mar-17,2017,,Governance,Disclose Information,28-Mar-18,No Public Response,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Consumer Cyclical,Publishing,644,Small-Cap,Exited,25-May-21,Purchased by Activist,17.25,,USD,Alden Global Capital LLC
Nicola Miner Revocable Trust,10200,Concerned Shareholder(s),Private Investment Vehicle/Company,US,Concerned Shareholder,,Mondelez International Inc.,110,MDLZ,,28-Mar-17,2017,,Environmental,Waste & Pollution,17-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Consumer Defensive,Confectioners,"89,725",Large-Cap,Current,,,,,,
Office of the New York State Comptroller,786,Government/ National,,US,Engagement,,"Diamond Offshore Drilling, Inc.",632,DOFSQ,,28-Mar-17,2017,,Environmental,Sustainability,16-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,OTC Pink,Energy,Oil & Gas Drilling,"2,254",Mid-Cap,Exited,29-Apr-21,Delisted,,,,
SOC Investment Group,5392,Rights/ Cause/ ESG,ESG,US,Engagement,2006,"Universal Health Services, Inc.",720,UHS,28-Mar-17,28-Mar-17,2017,,Governance,Amend Company Policy,28-Mar-18,No Public Response,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Healthcare,Medical Care,"10,264",Large-Cap,Current,,,,,,
SOC Investment Group,5392,Rights/ Cause/ ESG,ESG,US,Engagement,2006,"Universal Health Services, Inc.",720,UHS,28-Mar-17,28-Mar-17,2017,,Governance,Board Independence,17-May-17,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Healthcare,Medical Care,"10,264",Large-Cap,Current,,,,,,
SOC Investment Group,5392,Rights/ Cause/ ESG,ESG,US,Engagement,2006,"Universal Health Services, Inc.",720,UHS,28-Mar-17,28-Mar-17,2017,,Governance,Eliminate Staggered Board,28-Mar-18,No Public Response,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Healthcare,Medical Care,"10,264",Large-Cap,Current,,,,,,
California Public Employees' Retirement System (CalPERS),606,Pension Fund,Private,US,Engagement,1932,Humana Inc.,423,HUM,15-May-99,27-Mar-17,2017,0.22,Governance,Amend Company Policy,14-Dec-17,Met with Activist's Demands in Full,,,N/A,Activist's Objectives Successful,US,North America,NYSE,Healthcare,Health Care Plans,"57,858",Large-Cap,Current,,,,,,
California Public Employees' Retirement System (CalPERS),606,Pension Fund,Private,US,Engagement,1932,International Business Machines Corporation (IBM),12,IBM,15-May-99,27-Mar-17,2017,0.31,Governance,Amend Company Policy,25-Apr-17,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Technology,Information Technology Services,"115,660",Large-Cap,Current,,,,,,
California Public Employees' Retirement System (CalPERS),606,Pension Fund,Private,US,Engagement,1932,PACCAR Inc.,316,PCAR,15-Feb-99,27-Mar-17,2017,0.22,Governance,Amend Company Policy,25-Apr-17,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Industrials,Truck Manufacturing,"28,948",Large-Cap,Current,,,,,,
Domini Impact Investments LLC,158,Investment Firm,Other Asset Management,US,Primary Focus,1991,Motorola Solutions Inc.,398,MSI,27-Mar-17,27-Mar-17,2017,,Social,Human Capital,15-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Technology,Communication Equipment,"44,185",Large-Cap,Current,,,,,,
James McRitchie,5472,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Gilead Sciences Inc.,56,GILD,20-Mar-12,27-Mar-17,2017,,Governance,Amend Company Policy,10-May-17,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Healthcare,Biotechnology,"90,115",Large-Cap,Current,,,,,,
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Gilead Sciences Inc.,56,GILD,22-Mar-10,27-Mar-17,2017,,Governance,Board Independence,10-May-17,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Healthcare,Biotechnology,"90,115",Large-Cap,Current,,,,,,
Mercy Investment Services,1461,Rights/ Cause/ ESG,Religious,US,Engagement,2010,Motorola Solutions Inc.,398,MSI,,27-Mar-17,2017,,Social,Political Activities,15-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Technology,Communication Equipment,"44,185",Large-Cap,Current,,,,,,
MGE Shareholders for Clean Energy,10635,Concerned Shareholder(s),Group,US,Concerned Shareholder,,MGE Energy Inc.,2007,MGEE,,27-Mar-17,2017,,Environmental,Climate Change & GHG Emissions,16-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Utilities,Utilities - Diversified,"4,190",Mid-Cap,Current,,,,,,
New York City Pension Funds,1496,Government/ National,,US,Engagement,1801,PACCAR Inc.,316,PCAR,10-Mar-15,27-Mar-17,2017,,Governance,Amend Company Policy,25-Apr-17,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Industrials,Truck Manufacturing,"28,948",Large-Cap,Current,,,,,,
New York City Pension Funds,1496,Government/ National,,US,Engagement,1801,Humana Inc.,423,HUM,27-Mar-17,27-Mar-17,2017,,Governance,Amend Company Policy,14-Dec-17,Met with Activist's Demands in Full,,,N/A,Activist's Objectives Successful,US,North America,NYSE,Healthcare,Health Care Plans,"57,858",Large-Cap,Current,,,,,,
Office of the New York State Comptroller,786,Government/ National,,US,Engagement,,"NextEra Energy, Inc.",194,NEE,,27-Mar-17,2017,,Social,Political Activities,18-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Utilities,Utilities - Regulated Electric,"177,475",Large-Cap,Current,,,,,,
Sustainvest Asset Management / Dale Wannen,9506,Investment Firm,Other Asset Management,US,Partial Focus,,Dunkin' Brands Group Inc.,933,DNKN,,27-Mar-17,2017,,Environmental,Waste & Pollution,10-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Consumer Cyclical,Restaurants,"8,775",Mid-Cap,Exited,15-Dec-20,Purchased by Private Equity Firm,,,,Roark Capital
"The Horton Fund (Horton Capital Management, Sierra Capital)",5815,Investment Firm,Hedge Fund,US,Primary Focus,2013,CPS Technologies Corp,37960,CPSH,22-Dec-16,27-Mar-17,2017,5,Governance,Adopt Majority Vote Standard,27-Mar-17,Met with Activist's Demands in Full,,,N/A,Activist's Objectives Successful,US,North America,NASDAQ,Technology,Electronic Components,56,Micro-Cap,Current,,,,,,
Trillium Asset Management Corp.,587,Fund Manager,,US,Partial Focus,1982,First Republic Bank,791,FRC,15-Nov-13,27-Mar-17,2017,0.1,Social,Diversity and Equality,9-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Financial Services,Banks - Regional - US,"35,979",Large-Cap,Current,,,,,,
Arjuna Capital,7466,Investment Firm,"Hedge Fund,Private Equity/ Venture Capital",US,Partial Focus,1974,Occidental Petroleum Corporation,85,OXY,15-Feb-06,24-Mar-17,2017,,Environmental,Climate Change & GHG Emissions,12-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Energy,Oil & Gas E&P,"26,712",Large-Cap,Exited,15-Aug-19,Sold Shares,,,,
California Public Employees' Retirement System (CalPERS),606,Pension Fund,Private,US,Engagement,1932,Occidental Petroleum Corporation,85,OXY,15-Feb-99,24-Mar-17,2017,0.21,Environmental,Climate Change & GHG Emissions,12-May-17,N/A,,,N/A,Activist's Objectives Successful,US,North America,NYSE,Energy,Oil & Gas E&P,"26,712",Large-Cap,Current,,,,,,
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,O'Reilly Automotive Inc.,461,ORLY,11-Mar-14,24-Mar-17,2017,0,Governance,Amend Company Policy,9-May-17,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Consumer Cyclical,Specialty Retail,"45,462",Large-Cap,Current,,,,,,
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Occidental Petroleum Corporation,85,OXY,22-Mar-13,24-Mar-17,2017,0,Governance,Amend Company Policy,12-May-17,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Energy,Oil & Gas E&P,"26,712",Large-Cap,Current,,,,,,
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Illinois Tool Works Inc.,195,ITW,6-Mar-15,24-Mar-17,2017,,Governance,Amend Company Policy,5-May-17,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Industrials,Diversified Industrials,"74,292",Large-Cap,Current,,,,,,
Office of the New York State Comptroller,786,Government/ National,,US,Engagement,,Equifax Inc.,704,EFX,,24-Mar-17,2017,,Social,Political Activities,4-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Industrials,Business Services,"34,169",Large-Cap,Current,,,,,,
The Nathan Cummings Foundation,4543,Rights/ Cause/ ESG,ESG,US,Engagement,1949,Occidental Petroleum Corporation,85,OXY,,24-Mar-17,2017,,Environmental,Climate Change & GHG Emissions,12-May-17,N/A,,,N/A,Activist's Objectives Successful,US,North America,NYSE,Energy,Oil & Gas E&P,"26,712",Large-Cap,Current,,,,,,
UNITE HERE,5827,Labour union,,US,Engagement,1995,Sotherly Hotels Inc.,27643,SOHOB,24-Mar-17,24-Mar-17,2017,0.02,Governance,Adopt Majority Vote Standard,25-Apr-17,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Real Estate,REIT - Hotel & Motel,261,Small-Cap,Current,,,,,,
Wespath Investment Management,766,Rights/ Cause/ ESG,Religious,US,Engagement,,Occidental Petroleum Corporation,85,OXY,,24-Mar-17,2017,,Environmental,Climate Change & GHG Emissions,12-May-17,N/A,,,N/A,Activist's Objectives Successful,US,North America,NYSE,Energy,Oil & Gas E&P,"26,712",Large-Cap,Current,,,,,,
AFL-CIO,14,Labour union,,US,Engagement,1955,Philip Morris International Inc,29,PM,,23-Mar-17,2017,,Social,Human Rights,3-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Consumer Defensive,Tobacco,"144,847",Large-Cap,Current,,,,,,
As You Sow,1625,Rights/ Cause/ ESG,ESG,US,Engagement,1992,Duke Energy Corporation,142,DUK,,23-Mar-17,2017,,Environmental,Climate Change & GHG Emissions,4-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Utilities,Utilities - Diversified,"79,258",Large-Cap,Current,,,,,,
California State Teachers' Retirement System (CalSTRS),607,Pension Fund,Private,US,Engagement,1913,"LGI Homes, Inc.",27756,LGIH,15-Nov-13,23-Mar-17,2017,0.12,Governance,Adopt Majority Vote Standard,4-May-17,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Real Estate,Real Estate - General,"3,665",Mid-Cap,Current,,,,,,
"Calvert Research and Management, Inc.",98,Fund Manager,,US,Engagement,,Nucor Corporation,400,NUE,,23-Mar-17,2017,,Environmental,Climate Change & GHG Emissions,11-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Basic Materials,Steel,"32,158",Large-Cap,Current,,,,,,
Cleo Kottwitz,10754,Concerned Shareholder(s),Individual,US,Concerned Shareholder,,Great Plains Energy Inc,1168,GXP,,23-Mar-17,2017,,Environmental,Climate Change & GHG Emissions,2-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Utilities,Utilities - Regulated Electric,"7,063",Mid-Cap,Exited,4-Jun-18,Purchased by Listed Company,,,,Evergy Inc 
"Daughters of Charity, Inc.",9177,Rights/ Cause/ ESG,Religious,US,Engagement,,Duke Energy Corporation,142,DUK,,23-Mar-17,2017,,Environmental,Climate Change & GHG Emissions,4-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Utilities,Utilities - Diversified,"79,258",Large-Cap,Current,,,,,,
Domini Impact Investments LLC,158,Investment Firm,Other Asset Management,US,Primary Focus,1991,Nucor Corporation,400,NUE,25-Mar-09,23-Mar-17,2017,,Social,Political Activities,11-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Basic Materials,Steel,"32,158",Large-Cap,Current,,,,,,
James McRitchie,5472,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Bristol-Myers Squibb Company,78,BMY,23-Mar-16,23-Mar-17,2017,,Governance,Amend Company Policy,2-May-17,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Healthcare,Drug Manufacturers - Major,"136,397",Large-Cap,Current,,,,,,
Mercy Investment Services,1461,Rights/ Cause/ ESG,Religious,US,Engagement,2010,Duke Energy Corporation,142,DUK,,23-Mar-17,2017,,Social,Political Activities,4-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Utilities,Utilities - Diversified,"79,258",Large-Cap,Current,,,,,,
New York City Pension Funds,1496,Government/ National,,US,Engagement,1801,Great Plains Energy Inc,1168,GXP,,23-Mar-17,2017,,Social,Political Activities,2-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Utilities,Utilities - Regulated Electric,"7,063",Mid-Cap,Exited,4-Jun-18,Purchased by Listed Company,,,,Evergy Inc 
Office of the New York State Comptroller,786,Government/ National,,US,Engagement,,Duke Energy Corporation,142,DUK,,23-Mar-17,2017,,Environmental,Climate Change & GHG Emissions,4-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Utilities,Utilities - Diversified,"79,258",Large-Cap,Current,,,,,,
Paul Rolfe,10398,Concerned Shareholder(s),Individual,US,Concerned Shareholder,,Great Plains Energy Inc,1168,GXP,,23-Mar-17,2017,,Environmental,Climate Change & GHG Emissions,2-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Utilities,Utilities - Regulated Electric,"7,063",Mid-Cap,Exited,4-Jun-18,Purchased by Listed Company,,,,Evergy Inc 
Province of St. Joseph of the Capuchin Order,7456,Rights/ Cause/ ESG,Religious,US,Engagement,,Philip Morris International Inc,29,PM,,23-Mar-17,2017,,Social,Human Rights,3-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Consumer Defensive,Tobacco,"144,847",Large-Cap,Current,,,,,,
"Tenzing Global Management, LLC",7272,Investment Firm,Hedge Fund,US,Partial Focus,2011,Brightcove Inc.,3346,BCOV,7-Nov-14,23-Mar-17,2017,8.5,Governance,Eliminate Staggered Board,23-Mar-18,No Public Response,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Technology,Software - Application,404,Small-Cap,Current,,,,,,
Holy Land Principles Inc,9684,Rights/ Cause/ ESG,ESG,US,Engagement,,3M Company,73,MMM,,22-Mar-17,2017,,Social,Holy Land Principles,9-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Industrials,Diversified Industrials,"99,646",Large-Cap,Current,,,,,,
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Huntington Ingalls Industries Inc.,1179,HII,22-Mar-17,22-Mar-17,2017,,Governance,Amend Company Policy,3-May-17,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Industrials,Aerospace & Defense,"7,337",Mid-Cap,Current,,,,,,
Sarissa Capital Management,6471,Investment Firm,Hedge Fund,US,Primary Focus,2013,Innoviva Inc,968,INVA,15-Aug-16,22-Mar-17,2017,9.52,Governance,Amend Company Policy,26-Apr-17,Activist Withdrew Demands,,,N/A,Activist Withdrew Demands,US,North America,NASDAQ,Healthcare,Biotechnology,"1,181",Small-Cap,Current,,,,,,
As You Sow,1625,Rights/ Cause/ ESG,ESG,US,Engagement,1992,Entergy Corporation,525,ETR,,21-Mar-17,2017,,Environmental,Climate Change & GHG Emissions,5-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Utilities,Utilities - Diversified,"21,961",Large-Cap,Current,,,,,,
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Capital One Financial Corporation,163,COF,3-Mar-14,21-Mar-17,2017,,Governance,Amend Company Policy,4-May-17,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Financial Services,Credit Services,"61,081",Large-Cap,Current,,,,,,
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Prudential Financial Inc.,180,PRU,22-Mar-11,21-Mar-17,2017,0,Governance,Board Independence,9-May-17,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Financial Services,Insurance - Life,"40,057",Large-Cap,Current,,,,,,
Alice S. Werbel,10636,Concerned Shareholder(s),Individual,US,Concerned Shareholder,,American Express Company,72,AXP,,20-Mar-17,2017,,Social,Diversity and Equality,1-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Financial Services,Credit Services,"124,634",Large-Cap,Current,,,,,,
Arjuna Capital,7466,Investment Firm,"Hedge Fund,Private Equity/ Venture Capital",US,Partial Focus,1974,Dominion Energy Inc,182,D,15-Feb-16,20-Mar-17,2017,0,Environmental,Climate Change & GHG Emissions,10-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Utilities,Utilities - Diversified,"62,498",Large-Cap,Current,,,,,,
As You Sow,1625,Rights/ Cause/ ESG,ESG,US,Engagement,1992,Dominion Energy Inc,182,D,,20-Mar-17,2017,,Environmental,Climate Change & GHG Emissions,10-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Utilities,Utilities - Diversified,"62,498",Large-Cap,Current,,,,,,
Clean Yield Asset Management,5986,Investment Firm,Other Asset Management,US,Occasional,1984,American Express Company,72,AXP,,20-Mar-17,2017,0,Social,Diversity and Equality,1-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Financial Services,Credit Services,"124,634",Large-Cap,Current,,,,,,
Congregation of Sisters of St. Agnes,6328,Rights/ Cause/ ESG,Religious,US,Engagement,1858,Dominion Energy Inc,182,D,,20-Mar-17,2017,,Social,Political Activities,10-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Utilities,Utilities - Diversified,"62,498",Large-Cap,Current,,,,,,
Emma Creighton Irrevocable Trust / William Creighton,10689,Rights/ Cause/ ESG,Other Rights/ Cause,US,Engagement,,AbbVie Inc.,81,ABBV,,20-Mar-17,2017,,Social,Political Activities,5-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Healthcare,Drug Manufacturers - Major,"229,736",Large-Cap,Current,,,,,,
International Brotherhood of Electrical Workers Pension Fund,7181,Pension Fund,Public,US,Engagement,1927,Verizon Communications Inc.,32,VZ,21-Mar-05,20-Mar-17,2017,0,Governance,Amend Company Policy,10-May-17,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Communication Services,Telecom Services,"218,509",Large-Cap,Current,,,,,,
Jing Zhao,5387,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Verizon Communications Inc.,32,VZ,20-Mar-17,20-Mar-17,2017,,Social,Human Rights,4-May-17,AGM Result,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Communication Services,Telecom Services,"218,509",Large-Cap,Current,,,,,,
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,American Express Company,72,AXP,20-Mar-17,20-Mar-17,2017,,Governance,Amend Company Policy,1-May-17,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Financial Services,Credit Services,"124,634",Large-Cap,Current,,,,,,
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Crown Holdings Inc.,795,CCK,,20-Mar-17,2017,,Governance,Amend Company Policy,27-Apr-17,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Consumer Cyclical,Packaging & Containers,"13,505",Large-Cap,Current,,,,,,
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Ryder System Inc.,1225,R,4-Mar-13,20-Mar-17,2017,0,Governance,Amend Company Policy,5-May-17,AGM,,,N/A,Activist's Objectives Successful,US,North America,NYSE,Industrials,Rental & Leasing Services,"4,233",Mid-Cap,Current,,,,,,
Joy Loving,10382,Concerned Shareholder(s),Individual,US,Concerned Shareholder,,Dominion Energy Inc,182,D,,20-Mar-17,2017,,Governance,Change Board Composition,10-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Utilities,Utilities - Diversified,"62,498",Large-Cap,Current,,,,,,
Kenneth Steiner,5802,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Verizon Communications Inc.,32,VZ,26-Feb-09,20-Mar-17,2017,0,Governance,Amend Company Policy,4-May-17,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Communication Services,Telecom Services,"218,509",Large-Cap,Current,,,,,,
Myra Young,7087,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,American Express Company,72,AXP,21-Mar-14,20-Mar-17,2017,0,Governance,Amend Company Policy,1-May-17,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Financial Services,Credit Services,"124,634",Large-Cap,Current,,,,,,
Office of the New York State Comptroller,786,Government/ National,,US,Engagement,,Eli Lilly and Company,106,LLY,,20-Mar-17,2017,,Social,Political Activities,1-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Healthcare,Drug Manufacturers - Major,"253,382",Large-Cap,Current,,,,,,
Office of the New York State Comptroller,786,Government/ National,,US,Engagement,,Dominion Energy Inc,182,D,,20-Mar-17,2017,,Environmental,Climate Change & GHG Emissions,10-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Utilities,Utilities - Diversified,"62,498",Large-Cap,Current,,,,,,
Steven Schewel,11978,Concerned Shareholder(s),Individual,US,Concerned Shareholder,,American Express Company,72,AXP,,20-Mar-17,2017,,Social,Diversity and Equality,1-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Financial Services,Credit Services,"124,634",Large-Cap,Current,,,,,,
Trillium Asset Management Corp.,587,Fund Manager,,US,Partial Focus,1982,Verizon Communications Inc.,32,VZ,15-Nov-04,20-Mar-17,2017,0.01,Environmental,Climate Change & GHG Emissions,4-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Communication Services,Telecom Services,"218,509",Large-Cap,Current,,,,,,
